YEAR,HOSPITAL,Procedure/Condition,Risk Adjuested Mortality Rate,Risk Adjuested Mortality Rate,Hospital Ratings
2023,Kaiser Foundation Hospital – Moreno Valley,Pneumonia,7.9,7.9,As Expected
2023,Kaiser Foundation Hospital – Oakland Medical Center,AMI,4,4,As Expected
2023,Kaiser Foundation Hospital – Oakland Medical Center,Acute Stroke,9.8,9.8,As Expected
2023,Kaiser Foundation Hospital – Oakland Medical Center,GI Hemorrhage,2,2,As Expected
2023,Kaiser Foundation Hospital – Oakland Medical Center,Heart Failure,3.7,3.7,As Expected
2023,Kaiser Foundation Hospital – Oakland Medical Center,Hip Fracture,1.4,1.4,As Expected
2023,Kaiser Foundation Hospital – Oakland Medical Center,PCI,3.8,3.8,As Expected
2023,Kaiser Foundation Hospital – Oakland Medical Center,Pancreatic Resection,1,1,As Expected
2023,Kaiser Foundation Hospital – Oakland Medical Center,Pneumonia,7.5,7.5,As Expected
2023,Kaiser Foundation Hospital – Orange County – Anaheim,AMI,5.9,5.9,As Expected
2023,Kaiser Foundation Hospital – Orange County – Anaheim,Carotid Endarterectomy,0,0,As Expected
2023,Kaiser Foundation Hospital – Orange County – Anaheim,GI Hemorrhage,2.3,2.3,As Expected
2023,Kaiser Foundation Hospital – Orange County – Anaheim,Heart Failure,2.6,2.6,As Expected
2023,Kaiser Foundation Hospital – Orange County – Anaheim,Hip Fracture,1.7,1.7,As Expected
2023,Kaiser Foundation Hospital – Orange County – Anaheim,PCI,4.9,4.9,As Expected
2023,Kaiser Foundation Hospital – Orange County – Anaheim,Pancreatic Resection,4.3,4.3,As Expected
2023,Kaiser Foundation Hospital – Orange County – Anaheim,Pneumonia,7.7,7.7,As Expected
2023,Kaiser Foundation Hospital – Orange County – Anaheim,Acute Stroke,4.7,4.7,Better
2023,Kaiser Foundation Hospital – Panorama City,AMI,2.1,2.1,As Expected
2023,Kaiser Foundation Hospital – Panorama City,Carotid Endarterectomy,0,0,As Expected
2023,Kaiser Foundation Hospital – Panorama City,GI Hemorrhage,2.2,2.2,As Expected
2023,Kaiser Foundation Hospital – Panorama City,Heart Failure,3.4,3.4,As Expected
2023,Kaiser Foundation Hospital – Panorama City,Hip Fracture,1,1,As Expected
2023,Kaiser Foundation Hospital – Panorama City,Acute Stroke,3.7,3.7,Better
2023,Kaiser Foundation Hospital – Panorama City,Pneumonia,3.6,3.6,Better
2023,Kaiser Foundation Hospital – Redwood City,AMI,5.5,5.5,As Expected
2023,Kaiser Foundation Hospital – Redwood City,Carotid Endarterectomy,9.8,9.8,As Expected
2023,Kaiser Foundation Hospital – Redwood City,GI Hemorrhage,6.2,6.2,As Expected
2023,Kaiser Foundation Hospital – Redwood City,Heart Failure,4.3,4.3,As Expected
2023,Kaiser Foundation Hospital – Redwood City,Hip Fracture,0,0,As Expected
2023,Kaiser Foundation Hospital – Redwood City,PCI,5.6,5.6,As Expected
2023,Kaiser Foundation Hospital – Redwood City,Acute Stroke,10.7,10.7,Worse
2023,Kaiser Foundation Hospital – Redwood City,Pneumonia,10.8,10.8,Worse
2023,Kaiser Foundation Hospital – Riverside,AMI,2.9,2.9,As Expected
2023,Kaiser Foundation Hospital – Riverside,Acute Stroke,6.7,6.7,As Expected
2023,Kaiser Foundation Hospital – Riverside,Carotid Endarterectomy,0,0,As Expected
2023,Kaiser Foundation Hospital – Riverside,GI Hemorrhage,3.2,3.2,As Expected
2023,Kaiser Foundation Hospital – Riverside,Heart Failure,4.7,4.7,As Expected
2023,Kaiser Foundation Hospital – Riverside,Hip Fracture,3.2,3.2,As Expected
2023,Kaiser Foundation Hospital – Riverside,PCI,0,0,As Expected
2023,Kaiser Foundation Hospital – Riverside,Pancreatic Resection,0,0,As Expected
2023,Kaiser Foundation Hospital – Riverside,Pneumonia,7.6,7.6,As Expected
2023,Kaiser Foundation Hospital – Roseville,AMI,6.1,6.1,As Expected
2023,Kaiser Foundation Hospital – Roseville,Acute Stroke,7.6,7.6,As Expected
2023,Kaiser Foundation Hospital – Roseville,Carotid Endarterectomy,0,0,As Expected
2023,Kaiser Foundation Hospital – Roseville,GI Hemorrhage,1.4,1.4,As Expected
2023,Kaiser Foundation Hospital – Roseville,Hip Fracture,2.9,2.9,As Expected
2023,Kaiser Foundation Hospital – Roseville,PCI,4.2,4.2,As Expected
2023,Kaiser Foundation Hospital – Roseville,Pneumonia,7,7,As Expected
2023,Kaiser Foundation Hospital – Roseville,Heart Failure,4.2,4.2,Worse
2023,Kaiser Foundation Hospital – Sacramento,AMI,2.8,2.8,As Expected
2023,Kaiser Foundation Hospital – Sacramento,Acute Stroke,9.4,9.4,As Expected
2023,Kaiser Foundation Hospital – Sacramento,Carotid Endarterectomy,2.4,2.4,As Expected
2023,Kaiser Foundation Hospital – Sacramento,GI Hemorrhage,3.3,3.3,As Expected
2023,Kaiser Foundation Hospital – Sacramento,Heart Failure,3,3,As Expected
2023,Kaiser Foundation Hospital – Sacramento,Hip Fracture,2.3,2.3,As Expected
2023,Kaiser Foundation Hospital – Sacramento,PCI,0,0,As Expected
2023,Kaiser Foundation Hospital – Sacramento,Pancreatic Resection,4.3,4.3,As Expected
2023,Kaiser Foundation Hospital – Sacramento,Pneumonia,5.9,5.9,As Expected
2023,Kaiser Foundation Hospital – San Diego – Zion,AMI,5.4,5.4,As Expected
2023,Kaiser Foundation Hospital – San Diego – Zion,Acute Stroke,7.1,7.1,As Expected
2023,Kaiser Foundation Hospital – San Diego – Zion,Carotid Endarterectomy,0,0,As Expected
2023,Kaiser Foundation Hospital – San Diego – Zion,GI Hemorrhage,2.3,2.3,As Expected
2023,Kaiser Foundation Hospital – San Diego – Zion,Heart Failure,2.9,2.9,As Expected
2023,Kaiser Foundation Hospital – San Diego – Zion,Hip Fracture,2.4,2.4,As Expected
2023,Kaiser Foundation Hospital – San Diego – Zion,Pancreatic Resection,0,0,As Expected
2023,Kaiser Foundation Hospital – San Diego – Zion,Pneumonia,5,5,As Expected
2023,Kaiser Foundation Hospital – San Francisco,AMI,4.6,4.6,As Expected
2023,Kaiser Foundation Hospital – San Francisco,Acute Stroke,9.5,9.5,As Expected
2023,Kaiser Foundation Hospital – San Francisco,Carotid Endarterectomy,0,0,As Expected
2023,Kaiser Foundation Hospital – San Francisco,GI Hemorrhage,1.9,1.9,As Expected
2023,Kaiser Foundation Hospital – San Francisco,Hip Fracture,0.9,0.9,As Expected
2023,Kaiser Foundation Hospital – San Francisco,PCI,4.7,4.7,As Expected
2023,Kaiser Foundation Hospital – San Francisco,Pancreatic Resection,0,0,As Expected
2023,Kaiser Foundation Hospital – San Francisco,Heart Failure,5,5,Worse
2023,Kaiser Foundation Hospital – San Francisco,Pneumonia,10.7,10.7,Worse
2023,Kaiser Foundation Hospital – San Jose,AMI,6.5,6.5,As Expected
2023,Kaiser Foundation Hospital – San Jose,Acute Stroke,9.6,9.6,As Expected
2023,Kaiser Foundation Hospital – San Jose,GI Hemorrhage,3,3,As Expected
2023,Kaiser Foundation Hospital – San Jose,Heart Failure,3.3,3.3,As Expected
2023,Kaiser Foundation Hospital – San Jose,Hip Fracture,0.7,0.7,As Expected
2023,Kaiser Foundation Hospital – San Jose,PCI,4.1,4.1,As Expected
2023,Kaiser Foundation Hospital – San Jose,Pancreatic Resection,0,0,As Expected
2023,Kaiser Foundation Hospital – San Jose,Pneumonia,4.6,4.6,As Expected
2023,Kaiser Foundation Hospital – San Leandro,AMI,4.2,4.2,As Expected
2023,Kaiser Foundation Hospital – San Leandro,Acute Stroke,9.7,9.7,As Expected
2023,Kaiser Foundation Hospital – San Leandro,GI Hemorrhage,2,2,As Expected
2023,Kaiser Foundation Hospital – San Leandro,Heart Failure,3.3,3.3,As Expected
2023,Kaiser Foundation Hospital – San Leandro,Hip Fracture,1.2,1.2,As Expected
2023,Kaiser Foundation Hospital – San Leandro,Pneumonia,5,5,As Expected
2023,Kaiser Foundation Hospital – San Marcos,AMI,0,0,As Expected
2023,Kaiser Foundation Hospital – San Marcos,Acute Stroke,10.3,10.3,As Expected
2023,Kaiser Foundation Hospital – San Marcos,GI Hemorrhage,2.9,2.9,As Expected
2023,Kaiser Foundation Hospital – San Marcos,Heart Failure,1.6,1.6,As Expected
2023,Kaiser Foundation Hospital – San Marcos,Pneumonia,5.1,5.1,As Expected
2023,Kaiser Foundation Hospital – San Rafael,AMI,1.2,1.2,As Expected
2023,Kaiser Foundation Hospital – San Rafael,Acute Stroke,5.1,5.1,As Expected
2023,Kaiser Foundation Hospital – San Rafael,GI Hemorrhage,0,0,As Expected
2023,Kaiser Foundation Hospital – San Rafael,Heart Failure,1.5,1.5,As Expected
2023,Kaiser Foundation Hospital – San Rafael,Hip Fracture,1.3,1.3,As Expected
2023,Kaiser Foundation Hospital – San Rafael,PCI,5.8,5.8,As Expected
2023,Kaiser Foundation Hospital – San Rafael,Pneumonia,4.3,4.3,As Expected
2023,Kaiser Foundation Hospital – Santa Clara,AMI,6.4,6.4,As Expected
2023,Kaiser Foundation Hospital – Santa Clara,Acute Stroke,11.1,11.1,As Expected
2023,Kaiser Foundation Hospital – Santa Clara,Carotid Endarterectomy,5.2,5.2,As Expected
2023,Kaiser Foundation Hospital – Santa Clara,GI Hemorrhage,3,3,As Expected
2023,Kaiser Foundation Hospital – Santa Clara,Hip Fracture,1.9,1.9,As Expected
2023,Kaiser Foundation Hospital – Santa Clara,PCI,4.6,4.6,As Expected
2023,Kaiser Foundation Hospital – Santa Clara,Pneumonia,4.7,4.7,As Expected
2023,Kaiser Foundation Hospital – Santa Clara,Heart Failure,3.9,3.9,Worse
2023,Kaiser Foundation Hospital – Santa Rosa,AMI,3.9,3.9,As Expected
2023,Kaiser Foundation Hospital – Santa Rosa,Acute Stroke,9.9,9.9,As Expected
2023,Kaiser Foundation Hospital – Santa Rosa,Carotid Endarterectomy,0,0,As Expected
2023,Kaiser Foundation Hospital – Santa Rosa,GI Hemorrhage,2,2,As Expected
2023,Kaiser Foundation Hospital – Santa Rosa,Heart Failure,2.5,2.5,As Expected
2023,Kaiser Foundation Hospital – Santa Rosa,Hip Fracture,0.7,0.7,As Expected
2023,Kaiser Foundation Hospital – Santa Rosa,Pneumonia,7.5,7.5,As Expected
2023,Kaiser Foundation Hospital – South Bay,AMI,3.8,3.8,As Expected
2023,Kaiser Foundation Hospital – South Bay,Acute Stroke,6.4,6.4,As Expected
2023,Kaiser Foundation Hospital – South Bay,Carotid Endarterectomy,4.3,4.3,As Expected
2023,Kaiser Foundation Hospital – South Bay,GI Hemorrhage,3.2,3.2,As Expected
2023,Kaiser Foundation Hospital – South Bay,Heart Failure,3.9,3.9,As Expected
2023,Kaiser Foundation Hospital – South Bay,Hip Fracture,1,1,As Expected
2023,Kaiser Foundation Hospital – South Bay,PCI,0,0,As Expected
2023,Kaiser Foundation Hospital – South Bay,Pancreatic Resection,0,0,As Expected
2023,Kaiser Foundation Hospital – South Bay,Pneumonia,9.7,9.7,Worse
2023,Kaiser Foundation Hospital – South Sacramento,AMI,7.2,7.2,As Expected
2023,Kaiser Foundation Hospital – South Sacramento,Acute Stroke,10.3,10.3,As Expected
2023,Kaiser Foundation Hospital – South Sacramento,GI Hemorrhage,3.8,3.8,As Expected
2023,Kaiser Foundation Hospital – South Sacramento,Heart Failure,3.1,3.1,As Expected
2023,Kaiser Foundation Hospital – South Sacramento,Hip Fracture,0.4,0.4,As Expected
2023,Kaiser Foundation Hospital – South Sacramento,PCI,5,5,As Expected
2023,Kaiser Foundation Hospital – South Sacramento,Pneumonia,8.8,8.8,Worse
2023,Kaiser Foundation Hospital – South San Francisco,AMI,7.2,7.2,As Expected
2023,Kaiser Foundation Hospital – South San Francisco,Acute Stroke,7.2,7.2,As Expected
2023,Kaiser Foundation Hospital – South San Francisco,GI Hemorrhage,4.3,4.3,As Expected
2023,Kaiser Foundation Hospital – South San Francisco,Heart Failure,3.4,3.4,As Expected
2023,Kaiser Foundation Hospital – South San Francisco,Hip Fracture,0,0,As Expected
2023,Kaiser Foundation Hospital – South San Francisco,Pneumonia,3.3,3.3,Better
2023,Kaiser Foundation Hospital – Vacaville,AMI,4.7,4.7,As Expected
2023,Kaiser Foundation Hospital – Vacaville,GI Hemorrhage,4.8,4.8,As Expected
2023,Kaiser Foundation Hospital – Vacaville,Heart Failure,4.3,4.3,As Expected
2023,Kaiser Foundation Hospital – Vacaville,Hip Fracture,3.4,3.4,As Expected
2023,Kaiser Foundation Hospital – Vacaville,Acute Stroke,13.2,13.2,Worse
2023,Kaiser Foundation Hospital – Vacaville,Pneumonia,10.8,10.8,Worse
2023,Kaiser Foundation Hospital – Walnut Creek,AMI,5.4,5.4,As Expected
2023,Kaiser Foundation Hospital – Walnut Creek,Acute Stroke,7.9,7.9,As Expected
2023,Kaiser Foundation Hospital – Walnut Creek,Carotid Endarterectomy,0,0,As Expected
2023,Kaiser Foundation Hospital – Walnut Creek,GI Hemorrhage,2.5,2.5,As Expected
2023,Kaiser Foundation Hospital – Walnut Creek,Heart Failure,3.8,3.8,As Expected
2023,Kaiser Foundation Hospital – Walnut Creek,Hip Fracture,0.8,0.8,As Expected
2023,Kaiser Foundation Hospital – Walnut Creek,PCI,3.3,3.3,As Expected
2023,Kaiser Foundation Hospital – Walnut Creek,Pneumonia,8.4,8.4,As Expected
2023,Kaiser Foundation Hospital – West LA,AMI,3.6,3.6,As Expected
2023,Kaiser Foundation Hospital – West LA,Acute Stroke,9.4,9.4,As Expected
2023,Kaiser Foundation Hospital – West LA,Carotid Endarterectomy,0,0,As Expected
2023,Kaiser Foundation Hospital – West LA,GI Hemorrhage,3.2,3.2,As Expected
2023,Kaiser Foundation Hospital – West LA,Hip Fracture,3,3,As Expected
2023,Kaiser Foundation Hospital – West LA,PCI,0,0,As Expected
2023,Kaiser Foundation Hospital – West LA,Pancreatic Resection,0,0,As Expected
2023,Kaiser Foundation Hospital – West LA,Heart Failure,4.8,4.8,Worse
2023,Kaiser Foundation Hospital – West LA,Pneumonia,8.9,8.9,Worse
2023,Kaiser Foundation Hospital – Woodland Hills,AMI,2.7,2.7,As Expected
2023,Kaiser Foundation Hospital – Woodland Hills,Acute Stroke,4.9,4.9,As Expected
2023,Kaiser Foundation Hospital – Woodland Hills,Carotid Endarterectomy,1.8,1.8,As Expected
2023,Kaiser Foundation Hospital – Woodland Hills,GI Hemorrhage,1.1,1.1,As Expected
2023,Kaiser Foundation Hospital – Woodland Hills,Heart Failure,1.7,1.7,As Expected
2023,Kaiser Foundation Hospital – Woodland Hills,Hip Fracture,0.9,0.9,As Expected
2023,Kaiser Foundation Hospital – Woodland Hills,Pneumonia,5,5,As Expected
2023,Kaiser Foundation Hospital & Rehab Center – Vallejo,AMI,6.7,6.7,As Expected
2023,Kaiser Foundation Hospital & Rehab Center – Vallejo,Carotid Endarterectomy,19.9,19.9,As Expected
2023,Kaiser Foundation Hospital & Rehab Center – Vallejo,Hip Fracture,1.6,1.6,As Expected
2023,Kaiser Foundation Hospital & Rehab Center – Vallejo,PCI,5.4,5.4,As Expected
2023,Kaiser Foundation Hospital & Rehab Center – Vallejo,Acute Stroke,14.7,14.7,Worse
2023,Kaiser Foundation Hospital & Rehab Center – Vallejo,GI Hemorrhage,5.7,5.7,Worse
2023,Kaiser Foundation Hospital & Rehab Center – Vallejo,Heart Failure,6.2,6.2,Worse
2023,Kaiser Foundation Hospital & Rehab Center – Vallejo,Pneumonia,11.7,11.7,Worse
2023,Kaweah Health Medical Center,AMI,7.2,7.2,As Expected
2023,Kaweah Health Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,Kaweah Health Medical Center,GI Hemorrhage,4.1,4.1,As Expected
2023,Kaweah Health Medical Center,Hip Fracture,1.8,1.8,As Expected
2023,Kaweah Health Medical Center,PCI,3.6,3.6,As Expected
2023,Kaweah Health Medical Center,Pancreatic Resection,0,0,As Expected
2023,Kaweah Health Medical Center,Acute Stroke,11.7,11.7,Worse
2023,Kaweah Health Medical Center,Heart Failure,3.9,3.9,Worse
2023,Kaweah Health Medical Center,Pneumonia,12.4,12.4,Worse
2023,Keck Hospital of USC,AMI,5.2,5.2,As Expected
2023,Keck Hospital of USC,Carotid Endarterectomy,0,0,As Expected
2023,Keck Hospital of USC,GI Hemorrhage,1.6,1.6,As Expected
2023,Keck Hospital of USC,Heart Failure,2.9,2.9,As Expected
2023,Keck Hospital of USC,Hip Fracture,0,0,As Expected
2023,Keck Hospital of USC,PCI,5.4,5.4,As Expected
2023,Keck Hospital of USC,Pancreatic Resection,2.6,2.6,As Expected
2023,Keck Hospital of USC,Pneumonia,4.6,4.6,As Expected
2023,Keck Hospital of USC,Acute Stroke,6.4,6.4,Better
2023,Kern Medical Center,AMI,13.9,13.9,As Expected
2023,Kern Medical Center,Acute Stroke,10.4,10.4,As Expected
2023,Kern Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,Kern Medical Center,GI Hemorrhage,4.9,4.9,As Expected
2023,Kern Medical Center,Heart Failure,3.1,3.1,As Expected
2023,Kern Medical Center,Hip Fracture,3.8,3.8,As Expected
2023,Kern Medical Center,Pancreatic Resection,0,0,As Expected
2023,Kern Medical Center,Pneumonia,7,7,As Expected
2023,Kern Valley Healthcare District,Heart Failure,0,0,As Expected
2023,Kern Valley Healthcare District,Pneumonia,0,0,As Expected
2023,L.A. Downtown Medical Center,GI Hemorrhage,0,0,As Expected
2023,L.A. Downtown Medical Center,Heart Failure,0,0,As Expected
2023,L.A. Downtown Medical Center,Hip Fracture,0,0,As Expected
2023,L.A. Downtown Medical Center,Pneumonia,0,0,As Expected
2023,La Palma Intercommunity Hospital,AMI,0,0,As Expected
2023,La Palma Intercommunity Hospital,Acute Stroke,0,0,As Expected
2023,La Palma Intercommunity Hospital,GI Hemorrhage,0,0,As Expected
2023,La Palma Intercommunity Hospital,Heart Failure,2.1,2.1,As Expected
2023,La Palma Intercommunity Hospital,Hip Fracture,1.9,1.9,As Expected
2023,La Palma Intercommunity Hospital,Pneumonia,5.9,5.9,As Expected
2023,Loma Linda University Medical Center,AMI,5.5,5.5,As Expected
2023,Loma Linda University Medical Center,Acute Stroke,8.9,8.9,As Expected
2023,Loma Linda University Medical Center,Carotid Endarterectomy,4.9,4.9,As Expected
2023,Loma Linda University Medical Center,GI Hemorrhage,3.2,3.2,As Expected
2023,Loma Linda University Medical Center,Heart Failure,3.5,3.5,As Expected
2023,Loma Linda University Medical Center,Hip Fracture,1.6,1.6,As Expected
2023,Loma Linda University Medical Center,Pancreatic Resection,6.3,6.3,As Expected
2023,Loma Linda University Medical Center,Pneumonia,7,7,As Expected
2023,Loma Linda University Medical Center,PCI,2.5,2.5,Better
2023,Loma Linda University Medical Center – Murrieta,AMI,6.3,6.3,As Expected
2023,Loma Linda University Medical Center – Murrieta,Acute Stroke,6.8,6.8,As Expected
2023,Loma Linda University Medical Center – Murrieta,Carotid Endarterectomy,0,0,As Expected
2023,Loma Linda University Medical Center – Murrieta,GI Hemorrhage,1.5,1.5,As Expected
2023,Loma Linda University Medical Center – Murrieta,Heart Failure,2.7,2.7,As Expected
2023,Loma Linda University Medical Center – Murrieta,Hip Fracture,1.1,1.1,As Expected
2023,Loma Linda University Medical Center – Murrieta,PCI,5.3,5.3,As Expected
2023,Loma Linda University Medical Center – Murrieta,Pancreatic Resection,0,0,As Expected
2023,Loma Linda University Medical Center – Murrieta,Pneumonia,11.2,11.2,Worse
2023,Lompoc Valley Medical Center,Acute Stroke,9,9,As Expected
2023,Lompoc Valley Medical Center,GI Hemorrhage,3.4,3.4,As Expected
2023,Lompoc Valley Medical Center,Heart Failure,3.4,3.4,As Expected
2023,Lompoc Valley Medical Center,Hip Fracture,0,0,As Expected
2023,Lompoc Valley Medical Center,Pneumonia,18.9,18.9,Worse
2023,Los Angeles Community Hospital,AMI,0,0,As Expected
2023,Los Angeles Community Hospital,Acute Stroke,0,0,As Expected
2023,Los Angeles Community Hospital,GI Hemorrhage,2,2,As Expected
2023,Los Angeles Community Hospital,Heart Failure,1.7,1.7,As Expected
2023,Los Angeles Community Hospital,Hip Fracture,2.8,2.8,As Expected
2023,Los Angeles Community Hospital,Pneumonia,3,3,Better
2023,Los Angeles County Olive View – UCLA Medical Center,AMI,5.2,5.2,As Expected
2023,Los Angeles County Olive View – UCLA Medical Center,Acute Stroke,5.2,5.2,As Expected
2023,Los Angeles County Olive View – UCLA Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,Los Angeles County Olive View – UCLA Medical Center,GI Hemorrhage,1.3,1.3,As Expected
2023,Los Angeles County Olive View – UCLA Medical Center,Heart Failure,1.4,1.4,As Expected
2023,Los Angeles County Olive View – UCLA Medical Center,Hip Fracture,0,0,As Expected
2023,Los Angeles County Olive View – UCLA Medical Center,PCI,3.5,3.5,As Expected
2023,Los Angeles County Olive View – UCLA Medical Center,Pancreatic Resection,0,0,As Expected
2023,Los Angeles County Olive View – UCLA Medical Center,Pneumonia,4.3,4.3,As Expected
2023,Los Angeles County/Harbor – UCLA Medical Center,AMI,5.9,5.9,As Expected
2023,Los Angeles County/Harbor – UCLA Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,Los Angeles County/Harbor – UCLA Medical Center,GI Hemorrhage,2.6,2.6,As Expected
2023,Los Angeles County/Harbor – UCLA Medical Center,Heart Failure,2.9,2.9,As Expected
2023,Los Angeles County/Harbor – UCLA Medical Center,Hip Fracture,2.5,2.5,As Expected
2023,Los Angeles County/Harbor – UCLA Medical Center,Pancreatic Resection,0,0,As Expected
2023,Los Angeles County/Harbor – UCLA Medical Center,Pneumonia,6.9,6.9,As Expected
2023,Los Angeles County/Harbor – UCLA Medical Center,Acute Stroke,12.8,12.8,Worse
2023,Los Angeles County/Harbor – UCLA Medical Center,PCI,6.2,6.2,Worse
2023,Los Angeles County/Rancho Los Amigos National Rehab Center,Acute Stroke,5.6,5.6,As Expected
2023,Los Angeles County/Rancho Los Amigos National Rehab Center,Heart Failure,0,0,As Expected
2023,Los Angeles County/Rancho Los Amigos National Rehab Center,Pneumonia,0,0,As Expected
2023,Los Angeles General Medical Center,Acute Stroke,9.5,9.5,As Expected
2023,Los Angeles General Medical Center,Carotid Endarterectomy,1.3,1.3,As Expected
2023,Los Angeles General Medical Center,Hip Fracture,4,4,As Expected
2023,Los Angeles General Medical Center,PCI,2.8,2.8,As Expected
2023,Los Angeles General Medical Center,Pancreatic Resection,3.1,3.1,As Expected
2023,Los Angeles General Medical Center,AMI,2.9,2.9,Better
2023,Los Angeles General Medical Center,GI Hemorrhage,1.7,1.7,Better
2023,Los Angeles General Medical Center,Heart Failure,1,1,Better
2023,Los Angeles General Medical Center,Pneumonia,3.7,3.7,Better
2023,Los Robles Hospital & Medical Center,AMI,4.3,4.3,As Expected
2023,Los Robles Hospital & Medical Center,Acute Stroke,7.3,7.3,As Expected
2023,Los Robles Hospital & Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,Los Robles Hospital & Medical Center,GI Hemorrhage,1.8,1.8,As Expected
2023,Los Robles Hospital & Medical Center,Heart Failure,1.9,1.9,As Expected
2023,Los Robles Hospital & Medical Center,Hip Fracture,2.1,2.1,As Expected
2023,Los Robles Hospital & Medical Center,PCI,2.2,2.2,As Expected
2023,Los Robles Hospital & Medical Center,Pancreatic Resection,0,0,As Expected
2023,Los Robles Hospital & Medical Center,Pneumonia,4.7,4.7,As Expected
2023,Mad River Community Hospital,AMI,0,0,As Expected
2023,Mad River Community Hospital,Acute Stroke,17.4,17.4,As Expected
2023,Mad River Community Hospital,GI Hemorrhage,3.2,3.2,As Expected
2023,Mad River Community Hospital,Heart Failure,4,4,As Expected
2023,Mad River Community Hospital,Hip Fracture,6.5,6.5,As Expected
2023,Mad River Community Hospital,Pneumonia,6.3,6.3,As Expected
2023,Mammoth Hospital,GI Hemorrhage,0,0,As Expected
2023,Mammoth Hospital,Heart Failure,0,0,As Expected
2023,Mammoth Hospital,Hip Fracture,0,0,As Expected
2023,Mammoth Hospital,Pneumonia,0,0,As Expected
2023,Marian Regional Medical Center,AMI,7.9,7.9,As Expected
2023,Marian Regional Medical Center,Acute Stroke,9.1,9.1,As Expected
2023,Marian Regional Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,Marian Regional Medical Center,GI Hemorrhage,4.8,4.8,As Expected
2023,Marian Regional Medical Center,Heart Failure,2.6,2.6,As Expected
2023,Marian Regional Medical Center,Hip Fracture,2.4,2.4,As Expected
2023,Marian Regional Medical Center,PCI,2.9,2.9,As Expected
2023,Marian Regional Medical Center,Pneumonia,5.8,5.8,As Expected
2023,Marian Regional Medical Center – Arroyo Grande,AMI,20.8,20.8,As Expected
2023,Marian Regional Medical Center – Arroyo Grande,Acute Stroke,2.9,2.9,As Expected
2023,Marian Regional Medical Center – Arroyo Grande,Carotid Endarterectomy,0,0,As Expected
2023,Marian Regional Medical Center – Arroyo Grande,GI Hemorrhage,2,2,As Expected
2023,Marian Regional Medical Center – Arroyo Grande,Heart Failure,2.8,2.8,As Expected
2023,Marian Regional Medical Center – Arroyo Grande,Hip Fracture,2.4,2.4,As Expected
2023,Marian Regional Medical Center – Arroyo Grande,Pancreatic Resection,0,0,As Expected
2023,Marian Regional Medical Center – Arroyo Grande,Pneumonia,5.3,5.3,As Expected
2023,MarinHealth Medical Center,AMI,4,4,As Expected
2023,MarinHealth Medical Center,Acute Stroke,11.8,11.8,As Expected
2023,MarinHealth Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,MarinHealth Medical Center,GI Hemorrhage,0.7,0.7,As Expected
2023,MarinHealth Medical Center,Heart Failure,1.4,1.4,As Expected
2023,MarinHealth Medical Center,Hip Fracture,2.4,2.4,As Expected
2023,MarinHealth Medical Center,PCI,3.1,3.1,As Expected
2023,MarinHealth Medical Center,Pneumonia,5.6,5.6,As Expected
2023,Mark Twain Medical Center,Acute Stroke,11.4,11.4,As Expected
2023,Mark Twain Medical Center,Heart Failure,4.8,4.8,As Expected
2023,Mark Twain Medical Center,Hip Fracture,0,0,As Expected
2023,Mark Twain Medical Center,Pneumonia,8.7,8.7,As Expected
2023,Marshall Medical Center,AMI,8.4,8.4,As Expected
2023,Marshall Medical Center,Acute Stroke,7.4,7.4,As Expected
2023,Marshall Medical Center,GI Hemorrhage,2.1,2.1,As Expected
2023,Marshall Medical Center,Heart Failure,3.1,3.1,As Expected
2023,Marshall Medical Center,Hip Fracture,2.3,2.3,As Expected
2023,Marshall Medical Center,Pneumonia,6,6,As Expected
2023,Mayers Memorial Hospital,Heart Failure,0,0,As Expected
2023,Mayers Memorial Hospital,Pneumonia,5.2,5.2,As Expected
2023,Memorial Hospital Los Banos,Acute Stroke,10.4,10.4,As Expected
2023,Memorial Hospital Los Banos,GI Hemorrhage,19.8,19.8,As Expected
2023,Memorial Hospital Los Banos,Hip Fracture,0,0,As Expected
2023,Memorial Hospital Los Banos,Pneumonia,7.4,7.4,As Expected
2023,Memorial Hospital Los Banos,Heart Failure,8.2,8.2,Worse
2023,Memorial Hospital of Gardena,AMI,13.5,13.5,As Expected
2023,Memorial Hospital of Gardena,Acute Stroke,4.7,4.7,As Expected
2023,Memorial Hospital of Gardena,Heart Failure,3.3,3.3,As Expected
2023,Memorial Hospital of Gardena,Hip Fracture,0,0,As Expected
2023,Memorial Hospital of Gardena,Pneumonia,6.7,6.7,As Expected
2023,Memorial Hospital of Gardena,GI Hemorrhage,5.4,5.4,Worse
2023,Memorial Medical Center – Modesto,AMI,6.3,6.3,As Expected
2023,Memorial Medical Center – Modesto,Acute Stroke,6.6,6.6,As Expected
2023,Memorial Medical Center – Modesto,Carotid Endarterectomy,0,0,As Expected
2023,Memorial Medical Center – Modesto,GI Hemorrhage,2.9,2.9,As Expected
2023,Memorial Medical Center – Modesto,Heart Failure,3.4,3.4,As Expected
